index,place,location,percent_veg,percent_high_veg,adress,arrondissement,place_type,lat,long
220,JARDIN DE LA FONDATION NATIONALE DES ARTS GRAPHIQUES ET PLASTIQUES SALOMON DE ROTHSCHILD,Promenades ouvertes,0.41919181,41.919181,22 RUE BALZAC,8,Jardin,48.87516317,2.302810372
221,SQUARE CARLO SARRABEZOLLES,Promenades ouvertes,0.29977926,29.977926,1 RUE RENE RAVAUD,15,Square,48.83737099,2.27180933
222,JARDIN DE L'AVENUE FOCH - PELOUSE 22,Promenades ouvertes,0.39889989,39.889989,10 AV FOCH,16,Jardin,48.87141203,2.276884979
223,JARDIN DU GRAND PAVOIS,Promenades ouvertes,0.10992951,10.992951,18 RUE VASCO GAMA,15,Jardin,48.83718975,2.281997978
224,JARDIN DE NOTRE DAME DE FATIMA,Promenades ouvertes,0.89784979,89.784979,44 BD SERURIER,19,Jardin,48.8788121,2.402637723
225,SQUARE DE LA BUTTE DU CHAPEAU ROUGE,Promenades ouvertes,0.36831196,36.831196,4 AV DEBIDOUR,19,Square,48.88187941,2.39859738
226,PROMENADE PEREIRE - RENNEQUIN / LAUGIER,Promenades ouvertes,0.10418753,10.418753,59 RUE RENNEQUIN,17,Promenade,48.88342956,2.294385982
227,PARC DE BAGATELLE,Promenades ouvertes,0.33652749,33.652749,1 X ROUTE DE SEVRES A NEUILLY,16,Parc,48.87042232,2.24776343
228,Bois de Vincennes,Bois,0.57476913,57.476913,,12,Bois,48.82556966,2.465339691
229,Jardin d'Acclimatation,Bois,0.20466445,20.466445,Route de la Porte des Sablons,16,Bois,48.87818028,2.264416797
230,JARDIN DES GRANDS MOULINS - ABBE PIERRE - JARDIN DES ECOLES,Promenades ouvertes,0.0286508,2.86508,22 RUE THOMAS MANN,13,Jardin,48.83005794,2.379610999
231,PARC ANDRE CITROEN,Promenades ouvertes,0.15172322,15.172322,2 RUE MONTAGNE FAGE,15,Parc,48.8406556,2.275569465
232,Bois de Boulogne,Bois,0.63512883,63.512883,,16,Bois,48.86056109,2.251851651
233,SQUARE JULES HENAFFE,Promenades ouvertes,0.10375341,10.375341,1 PL JULES HENAFFE,14,Square,48.82379311,2.331247103
234,JARDINET DE LA PLACE D'ITALIE OUEST,Jardinets décoratifs,0.04952335,4.952335,4 V PLACE D' ITALIE,13,Jardinet,48.83169897,2.354681164
235,SQUARE DE LA RUE CURIAL,Promenades ouvertes,0.37675503,37.675503,85 RUE CURIAL,19,Square,48.89564826,2.374951839
236,Théâtre de Marionnettes de Saint Mandé,Bois,0.62226649,62.226649,5 Avenue de Bel Air,12,Bois,48.8427604,2.420750271
237,JARDINIERES ANGLES DES RUES DAUMESNIL - CHARENTON,Décorations sur la voie publique,0.51152707,51.152707,197 BIS RUE DE CHARENTON,12,Jardiniere,48.84240686,2.385904926
238,PROMENADE PC 15 - BAUDRY - DANTZIG,Jardins privatifs,0.8,80,1 RUE DES PERICHAUX,15,Promenade,48.83021455,2.300349627
239,TALUS DE LA RUE DU CHEVALERET,Décorations sur la voie publique,0.1,10,14 RUE LEO FRANKEL,13,Talus,48.82733818,2.377771198
240,SQUARE FERDINAND BRUNOT,Promenades ouvertes,0.44815005,44.815005,24 T RUE MOUTON DUVERNET,14,Square,48.83255082,2.326586958
241,JARDIN DE LA PLACE DE LA PORTE DE SAINT-CLOUD,Promenades ouvertes,0.01362105,1.362105,2 PL PORTE SAINT CLOUD,16,Jardin,48.83793782,2.256978655
242,SQUARE LOUISE MICHEL,Promenades ouvertes,0.33889214,33.889214,6 PL SAINT PIERRE,18,Square,48.8854012,2.343639265
243,SQUARE OLAVE ET ROBERT BADEN-POWELL,Promenades ouvertes,0.24512147,24.512147,59 RUE BAYEN,17,Square,48.88244147,2.290617399
244,SQUARE PIERRE DE GAULLE,Promenades ouvertes,0.51236031,51.236031,2 PL PRESIDENT MITHOUARD,7,Square,48.85097569,2.313187982
245,JARDIN SAÏDA,Promenades ouvertes,0.20843418,20.843418,68 RUE DANTZIG,15,Jardin,48.83122153,2.295924642
246,Jeu de boules de Saint Maurice,Bois,0.34717939,34.717939,8 w Route Saint Louis,12,Bois,48.82579092,2.425281944
247,PROMENADE DE LA GARE D'AUTEUIL,Promenades ouvertes,0.6,60,130 BOULEVARD SUCHET,16,Promenade,48.8496038,2.26081561
248,Chalet de vente n° 8,Bois,0,0,8 Avenue de Gravelle,12,Bois,48.8243085,2.423171338
249,Le Pavillon Royal,Bois,0.3169762,31.69762,Route de la Muette à Neuilly,16,Bois,48.86912736,2.264346241
250,JARDIN CHRISTIANE DESROCHES NOBLECOURT,Promenades ouvertes,0.46834482,46.834482,1 AV ADRIEN HEBRARD,16,Jardin,48.85302597,2.270544796
251,JARDINS DES CHAMPS ELYSEES,Promenades ouvertes,0.24776382,24.776382,5 AV CHAMPS ELYSEES,8,Jardin,48.86710715,2.314858589
252,CIMETIÈRE DE VALMY,Cimetières non parisiens,0.00332372,0.332372,,12,,48.83002483,2.399193657
253,SQUARE TARAS CHEVTCHENKO,Promenades ouvertes,0.34808568,34.808568,186 BD SAINT GERMAIN,6,Square,48.85459661,2.330848117
254,Le Chalet de la Croix Catelan,Bois,0.22148071,22.148071,Route de Suresnes,16,Bois,48.86700834,2.254405397
255,JARDINIERES DE LA RUE DU BUIS,Décorations sur la voie publique,0.5,50,10 RUE DU BUIS,16,Jardiniere,48.84733776,2.267642456
256,SQUARE PHILIPPE FARINE,Promenades ouvertes,0.6705491,67.05491,12 PAS GATBOIS,12,Square,48.84442321,2.379207855
257,SQUARE DE LA VILLA SAINTE-CROIX,Promenades ouvertes,0.31427518,31.427518,10 VLA SAINTE CROIX,17,Square,48.8941403,2.324842189
258,Bois de Vincennes,Bois,0.96717059,96.717059,,12,Bois,48.83512154,2.428984313
259,Bois de Vincennes,Bois,0.97822129,97.822129,,12,Bois,48.82975682,2.426452891
260,Bois de Vincennes,Bois,0.60212107,60.212107,,12,Bois,48.8401855,2.431075104
261,Bois de Vincennes,Bois,0.94941048,94.941048,,12,Bois,48.84046338,2.448646999
262,COULEE VERTE RENE DUMONT - PROMENADE DE L'AVENUE EMILE LAURENT,Promenades ouvertes,0.75509239,75.509239,2 AV EMILE LAURENT,12,Promenade,48.84082603,2.411741629
263,JARDIN DE L'AVENUE FOCH - PELOUSE 15,Promenades ouvertes,0.56049717,56.049717,10 AV FOCH,16,Jardin,48.872687,2.2872758
264,JARDIN DES SERRES D'AUTEUIL,Promenades ouvertes,0.21268788,21.268788,3 AV PORTE AUTEUIL,16,Jardin,48.84674508,2.252704501
265,JARDIN MARIE POUSSEPIN,Promenades ouvertes,0.20003598,20.003598,135 RUE CONVENTION,15,Jardin,48.83999524,2.291489117
266,JARDIN DE L'AVENUE FOCH - PELOUSE 01,Promenades ouvertes,0.4586928,45.86928,10 AV FOCH,16,Jardin,48.87205222,2.275934313
267,JARDINS ROSA LUXEMBOURG,Promenades ouvertes,0.6,60,22 RUE PAJOL,18,Jardin,48.88897092,2.363334827
268,HIPPODROME D'AUTEUIL- PELOUSE C,Promenades ouvertes,0.00552214,0.552214,3  ROUTE D' AUTEUIL AUX LACS,16,Pelouse,48.85567883,2.259573646
269,Bois de Boulogne,Bois,0.76478632,76.478632,,16,Bois,48.87617028,2.272040588
270,PROMENADE PC 19 - ROSA PARK - FLANDRES,,0.8,80,179 AVENUE DE FLANDRE,19,Promenade,48.89630701,2.378664317
271,PROMENADE PEREIRE - BAYEN / LEBON,Promenades ouvertes,0.02122335,2.122335,47 RUE BAYEN,17,Promenade,48.88186129,2.291495848
272,SQUARE ALFRED CAPUS,Promenades ouvertes,0.35894836,35.894836,116 B BD SUCHET,16,Square,48.85087844,2.259782889
273,SQUARE ANDRE LEFEVRE,Promenades ouvertes,0.26629815,26.629815,2 RUE PARCHEMINERIE,5,Square,48.8516447,2.345557916
274,JARDIN DU MOULIN DE LA POINTE,Promenades ouvertes,0.1645444,16.45444,22 BD KELLERMANN,13,Jardin,48.82106965,2.357299057
275,Bois de Vincennes,Bois,0.42548036,42.548036,,12,Bois,48.82839386,2.457564872
276,SQUARE DES SAINTS-SIMONIENS - MENILMONTANT,Promenades ouvertes,0.19440486,19.440486,149 RUE MENILMONTANT,20,Square,48.87062067,2.396686477
277,SQUARE ROBERT BAJAC,Promenades ouvertes,0.43116313,43.116313,1 BD KELLERMANN,13,Square,48.81855459,2.358929759
278,JARDIN MARIE-THERESE AUFFRAY,Promenades ouvertes,0.16639926,16.639926,8 AV SIBELLE,14,Jardin,48.82635838,2.337875055
279,JARDIN DE L'HOTEL LAMOIGNON - MARK ASHTON,Promenades ouvertes,0.4,40,25 RUE DES FRANCS BOURGEOIS,4,Jardin,48.85685808,2.362213365
280,PELOUSE PLACE DU GENERAL CATROUX-SUD (MASSIF TB),Jardinets décoratifs,,,1   PLACE DU GENERAL CATROUX,17,Pelouse,48.88241296,2.310157649
281,PROMENADE PC 19 - THIONVILLE - JAURES,Promenades ouvertes,0.8,80,30 RUE DE THIONVILLE,19,Promenade,48.88850255,2.384808237
282,Bois de Boulogne,Bois,0.54187556,54.187556,,16,Bois,48.86541373,2.238323148
283,Bois de Boulogne,Bois,0.85853043,85.853043,,16,Bois,48.87022671,2.262427418
284,JARDINET DE LA RUE DE L'AMIRAL MOUCHEZ,Jardinets décoratifs,0.21610359,21.610359,72 BIS RUE DE L' AMIRAL MOUCHEZ,14,Jardinet,48.8214021,2.342311346
285,SQUARE DU DONJON,Promenades ouvertes,0.54469531,54.469531,9  ROUTE DE LA  DAME BLANCHE,12,Square,48.84482573,2.443170828
286,JARDIN DURANTON,Promenades ouvertes,0.10829905,10.829905,9 RUE DURANTON,15,Jardin,48.84109887,2.285713406
287,SQUARE DES MAURES,Promenades ouvertes,0.10564378,10.564378,150 X QU VALMY,10,,48.87713527,2.365113753
288,SQUARE DU TEMPLE,Promenades ouvertes,0.36572197,36.572197,50 RUE BRETAGNE,3,Square,48.86445797,2.360755265
289,SQUARE ELISA BOREY,Promenades ouvertes,0.06159658,6.159658,3 RUE ELISA BOREY,20,Square,48.86659708,2.390221462
290,Guignol Les Marionnettes,Bois,0.1022168,10.22168,Parc Floral,12,Bois,48.8392352,2.444368113
291,JARDIN MARGUERITE LONG,Promenades ouvertes,0.63170387,63.170387,2 AV SALONIQUE,17,Jardin,48.88192992,2.283932447
292,Square rue Léon Frapié,Promenades ouvertes,0.105278,10.5278,7 RUE NOISY SEC,20,Square,48.8729261,2.411891835
293,JARDIN DU MUSÉE DU QUAI BRANLY,Jardins grandes institutions,0.16544564,16.544564,,7,,48.86106609,2.298123476
294,Le Pavillon Dauphine,Bois,0.39909404,39.909404,Route des Lacs à la Porte des Sablons,16,Bois,48.87186778,2.27307015
295,Les Terrains de Rugby de l'ACBB,Bois,0.0584204,5.84204,Route de la Seine à la Butte Mortemart,16,Bois,48.85447499,2.228240581
296,Stade Roland Garros,Bois,0.10021067,10.021067,Avenue de la Porte d'Auteuil,16,Bois,48.8470978,2.24813761
297,PARC DES RIVES DE SEINE,Promenades ouvertes,0.6,60,1 QUAI HENRI IV,1,Parc,48.85453026,2.353002563
298,Pelouse de la Muette,Bois,0.06255828,6.255828,30 w Chemin de Ceinture du Lac Inférieur,16,Bois,48.86420208,2.26438518
299,Hippodrome d'Auteuil,Bois,0.07020606,7.020606,Route d'Auteuil aux Lacs,16,Bois,48.85322523,2.257454006
300,SQUARE HENRI KARCHER,Promenades ouvertes,0.18170738,18.170738,165 RUE PYRENEES,20,Square,48.85984013,2.40079846
301,Bois de Vincennes,Bois,0.9637194,96.37194,,12,Bois,48.82075966,2.437745971
302,Bois de Vincennes,Bois,0.71064377,71.064377,,12,Bois,48.81822911,2.446447502
303,Bois de Vincennes,Bois,0.72785913,72.785913,,12,Bois,48.8262932,2.463748284
304,JARDIN ANNA MARLY,Promenades ouvertes,0.41205598,41.205598,25 V AV PORTE VANVES,14,Jardin,48.82501694,2.303505959
305,JARDIN CATHERINE LABOURE,Promenades ouvertes,0.08590446,8.590446,29 RUE BABYLONE,7,Jardin,48.8511201,2.320507532
306,JARDIN DES MERES ET GRAND-MERES DE LA PLACE DE MAI,Promenades ouvertes,0.00003873,0.003873,2 RUE BALARD,15,Jardin,48.84540454,2.276584968
307,JARDIN DU VER TETU,Promenades ouvertes,0.1,10,10 RUE COLETTE MAGNY,19,Jardin,48.89524116,2.377431051
308,JARDIN YACINE KATEB,Promenades ouvertes,0.16899168,16.899168,18 RUE WATTEAU,13,Jardin,48.83469708,2.356288205
309,Square Pierre SEGHERS,Promenades ouvertes,0.06197061,6.197061,22 RUE HELENE JAKUBOWICZ,20,Jardin,48.86982806,2.398250266
310,SQUARE YILMAZ GUNEY,Promenades ouvertes,0.1,10,25 RUE DE L' ECHIQUIER,10,Square,48.87107796,2.350457561
311,SQUARE BELA BARTOK,Promenades ouvertes,0.38472079,38.472079,26 PL BRAZZAVILLE,15,Square,48.85102521,2.285688159
312,SQUARE CARNOT,Promenades ouvertes,0.26666767,26.666767,3  ESPLANADE SAINT-LOUIS,12,Square,48.83968081,2.433292329
313,JARDIN DES PETITES RIGOLES,Promenades ouvertes,0.1,10,1 RUE FERNAND RAYNAUD,20,Jardin,48.87114953,2.391526707
314,SQUARE DES MOINES DE TIBHIRINE,Promenades ouvertes,0.12315481,12.315481,71 BD VOLTAIRE,11,Square,48.86098957,2.375360669
315,SQUARE NICOLE DE HAUTECLOCQUE,Promenades ouvertes,0.0268898,2.68898,1 PL ALFRED SAUVY,15,Square,48.85226097,2.294306277
316,SQUARE TROUSSEAU,Promenades ouvertes,0.63455348,63.455348,6 RUE ANTOINE VOLLON,12,Square,48.8504235,2.37711825
317,SQUARE ULYSSE TRELAT,Promenades ouvertes,0.1659937,16.59937,112 RUE REGNAULT,13,Square,48.82309695,2.367790162
318,SQUARE ANDRE BRECHET,Promenades ouvertes,0.33012525,33.012525,22 RUE ANDRE BRECHET,17,Square,48.89901888,2.325151982
319,Parc de Belleville,Promenades ouvertes,0.35555681,35.555681,45 RUE COURONNES,20,Parc,48.87124268,2.384748581
320,PROMENADE JANE ET PAULETTE NARDAL,Promenades ouvertes,0.4,40,98 RUE DIDOT,14,Jardin,48.82745212,2.312893724
321,JARDIN ALBERTO GIACOMETTI,Promenades ouvertes,0,0,1 RUE THERMOPYLES,14,Jardin,48.83192874,2.31968135
322,SQUARE EMILY DICKINSON,Promenades ouvertes,0.41359209,41.359209,28 RUE ORMEAUX,20,Square,48.85089016,2.400167213
323,SQUARE ROLAND DORGELES,Jardinets décoratifs,0.4183477,41.83477,25   RUE DES SAULES,18,Square,48.88848284,2.339568064
324,Paris Cycles,Bois,0.06791688,6.791688,Avenue de l'Hippodrome,16,Bois,48.86008032,2.254302265
325,Hippodrome de Longchamp,Bois,0.07475505,7.475505,Route des Tribunes,16,Bois,48.85763656,2.233840502
326,JARDINIERES DE LA RUE DES MORILLONS,Décorations sur la voie publique,0.45692031,45.692031,38 BIS  RUE DES MORILLONS,15,Jardiniere,48.83237556,2.301597266
327,SQUARE DE L'ABBE MIGNE,Promenades ouvertes,0.48838481,48.838481,1 T PL DENFERT ROCHEREAU,14,Square,48.83380112,2.332708516
328,Bois de Boulogne,Bois,0.48594809,48.594809,,16,Bois,48.86415478,2.263856292
329,SQUARE DU SERGENT AURELIE-SALEL,Promenades ouvertes,0.62948828,62.948828,13 RUE SORBIER,20,Square,48.86704021,2.391642636
330,SQUARE GEORGES SARRE,Promenades ouvertes,0.60464965,60.464965,5 AV JEAN AICARD,11,Square,48.8655226,2.381030533
331,SQUARE JEAN ALLEMANE,Promenades ouvertes,0.55438633,55.438633,9 RUE BELFORT,11,Square,48.85668186,2.383437288
332,SQUARE LOUIS XVI,Promenades ouvertes,0.65910725,65.910725,29 RUE PASQUIER,8,Square,48.8738204,2.323217314
333,Chalet de vente n° 2 Jeu de Boules de Saint-Mandé,Bois,0.85398023,85.398023,23 w Route du Lac de Saint Mandé,12,Bois,48.83844341,2.422783794
334,Quartier Carnot,Bois,0.05073178,5.073178,Esplanade Saint Louis,12,Bois,48.83770643,2.433881944
335,SQUARE THOMAS JEFFERSON,Promenades ouvertes,0.23445415,23.445415,1 PL ETATS UNIS,16,Square,48.8679688,2.294246201
336,SQUARE RUE PETIT,Promenades ouvertes,0.27752254,27.752254,25 RUE PETIT,19,Square,48.88506303,2.382072761
337,Annexe Cercle de L'Etrier,Bois,0.24835136,24.835136,157 w Route de Suresnes,16,Bois,48.87182344,2.272331662
338,Les îles du Lac Inférieur,Bois,0.29452867,29.452867,31 w Chemin de Ceinture du Lac Inférieur,16,Bois,48.86345381,2.26025036
339,CAU Saint-Vincent,Bois,0.36458221,36.458221,Route du Champ d'Entraînement,16,Bois,48.87297269,2.252805567
340,Jardin des rues Maronites-Pressoir,Promenades ouvertes,0.00029123,0.029123,3 RUE PRESSOIR,20,Jardin,48.86838009,2.3836235
341,SQUARE PIERRE-ADRIEN DALPAYRAT,Promenades ouvertes,0.20451724,20.451724,21 RUE COTENTIN,15,Square,48.83788753,2.313166466
342,Fort Neuf,Bois,0.28738796,28.738796,Cours des Maréchaux,12,Bois,48.84205826,2.443080736
343,JARDINIERES DU BOULEVARD BOURDON,Décorations sur la voie publique,0.4,40,2 BOULEVARD BOURDON,4,Jardiniere,48.84949924,2.36678399
344,JARDINIERES DU BOULEVARD PASTEUR,Décorations sur la voie publique,0.7,70,52V BOULEVARD PASTEUR,15,Jardiniere,48.84141544,2.313897446
345,Les Jardins de Bagatelle,Bois,0.12562383,12.562383,1 X Route de Sèvres à Neuilly,16,Bois,48.87004039,2.246047568
346,Location de barques du Lac des Minimes,Bois,0,0,42 w Route du Grand Prieur,12,Bois,48.83844715,2.458025167
347,JARDIN DES POETES,Promenades ouvertes,0.44751652,44.751652,1 AV PORTE AUTEUIL,16,Jardin,48.8475186,2.255434948
348,SQUARE SAINT-ELOI,Promenades ouvertes,0.25933083,25.933083,11 RUE COLONEL ROZANOFF,12,Square,48.84462402,2.387502787
349,SQUARE SAMUEL BECKETT,Promenades ouvertes,0.29591762,29.591762,47 RUE GANDON,13,Square,48.82013532,2.36255302
350,Bois de Boulogne,Bois,0.15373038,15.373038,,16,Bois,48.86689749,2.241466855
351,Bois de Boulogne,Bois,0.36032813,36.032813,,16,Bois,48.87455855,2.250510204
352,Bois de Vincennes,Bois,0.604395,60.4395,,12,Bois,48.8441043,2.422549973
353,Bois de Vincennes,Bois,0.61903374,61.903374,,12,Bois,48.81951747,2.444639659
354,Bois de Vincennes,Bois,0.39032754,39.032754,,12,Bois,48.83039169,2.402068171
355,Bois de Vincennes,Bois,0.80105339,80.105339,,12,Bois,48.82702931,2.465390362
356,Bois de Vincennes,Bois,0.07771952,7.771952,,12,Bois,48.81997211,2.452003237
357,Bois de Vincennes,Bois,0.89070945,89.070945,,12,Bois,48.8295767,2.428632234
358,Bois de Vincennes,Bois,0.76629278,76.629278,,12,Bois,48.83052046,2.421636417
359,Jardin de la rue Noël BALLAY,Promenades ouvertes,0.61442843,61.442843,2 RUE NOEL BALLAY,20,Jardin,48.8477368,2.412282381
360,PELOUSE PLACE DU GENERAL CATROUX-OUEST (ALEXANDRE DUMAS PERE),Jardinets décoratifs,,,1   PLACE DU GENERAL CATROUX,17,Pelouse,48.88299112,2.309568082
361,JARDIN DES ABORDS DU PETIT PALAIS,Promenades ouvertes,0.19554933,19.554933,14 COUR REINE,8,Jardin,48.86537658,2.314658844
362,JARDIN DE L'AVENUE FOCH - PELOUSE 19,Promenades ouvertes,0.3043138,30.43138,10 AV FOCH,16,Jardin,48.8718736,2.280156117
363,PROMENADE PC 12 - DAUMESNIL - SAHEL,Promenades ouvertes,0.6,60,22 RUE DE MONTEMPOIVRE,12,Promenade,48.83846746,2.406749738
364,SQUARE ANNA DE NOAILLES,Promenades ouvertes,0.23496074,23.496074,46 BD AMIRAL BRUIX,16,Square,48.87552038,2.277715703
365,SQUARE CARPEAUX,Promenades ouvertes,0.45321041,45.321041,23 RUE CARPEAUX,18,Square,48.89168878,2.331710528
366,Bois de Boulogne,Bois,0.73294488,73.294488,,16,Bois,48.86589701,2.256967987
367,Bois de Boulogne,Bois,0.37714782,37.714782,,16,Bois,48.84975896,2.250134219
368,CIMETIERE DE L'EST PARISIEN DIT DU PÈRE LACHAISE,Cimetières,0.4100368,41.00368,16   RUE DU REPOS,20,Cimetière,48.86104962,2.394285727
369,JARDIN DU 8 RUE DE LA MADONE (JARDIN EVANGILE),Promenades ouvertes,0.50120414,50.120414,8 RUE MADONE,18,Jardin,48.89243301,2.361822528
370,Bois de Vincennes,Bois,0.38278359,38.278359,,12,Bois,48.83530395,2.4551859
371,SQUARE CASTAGNARY - BESSIN,Promenades ouvertes,0.6,60,3 RUE DU BOCAGE,15,Square,48.83064123,2.305450234
372,SQUARE GEORGES MELIES,Promenades ouvertes,0.22113766,22.113766,58 BD SOULT,12,Square,48.84113165,2.4098095
373,JARDINET DE LA RUE ALPHONSE BAUDIN,Jardinets décoratifs,0.36889169,36.889169,13   RUE ALPHONSE BAUDIN,11,Jardinet,48.86086387,2.370197679
374,JARDINIERES DE LA PLACE DE LA NATION (12eme),Décorations sur la voie publique,0.09861314,9.861314,2   PLACE DE LA NATION,12,Jardiniere,48.84786411,2.395858457
375,Carrière hippique,Bois,0,0,Route de la Pyramide,12,Bois,48.83022116,2.448646832
376,JARDIN D'IMMEUBLES DU BOULEVARD CARNOT,Promenades ouvertes,0.33998865,33.998865,2   BOULEVARD CARNOT,12,Jardin d'immeubles,48.8458552,2.413105763
377,SQUARE DE LA FOLIE-REGNAULT,Promenades ouvertes,0.19729737,19.729737,24 RUE FOLIE REGNAULT,11,Square,48.85744765,2.38789158
378,SQUARE DU JEU DE BOULES DE SAINT MANDE,Promenades ouvertes,0.37222314,37.222314,23 W ROUTE DE  LAC DE SAINT-MANDÉ,12,Square,48.83907501,2.422196138
379,SQUARE CHARLES DE GAULLE,Promenades ouvertes,0.2,20,3 AVENUE DU GENERAL DE GAULLE,0,Square,48.8412781,2.433270059
380,Bois de Vincennes,Bois,0.3814098,38.14098,,12,Bois,48.82910467,2.413518752
381,SQUARE EUGENE VARLIN,Promenades ouvertes,0.94174569,94.174569,151 X QU JEMMAPES,10,Square,48.87808355,2.365894153
382,SQUARE HENRI COLLET,Promenades ouvertes,0.10583906,10.583906,18 RUE GROS,16,Square,48.85177964,2.275571655
383,PROMENADE DE L'ALLEE DES CYGNES,Promenades ouvertes,0.41408976,41.408976,4 V ALL CYGNES,15,Promenade,48.85295036,2.283852849
384,JARDIN CYPRIAN KAMIL NORWID,Promenades ouvertes,0.02346377,2.346377,46 RUE GRANDS MOULINS,13,Jardin,48.82826098,2.377200611
385,JARDINETS DE LA RUE DU COLONEL COLONNA D'ORNANO,Jardinets décoratifs,0.22674901,22.674901,6   RUE DU  COLONEL COLONNA D'ORNANO,15,Jardinet,48.84491485,2.30442762
386,Chalet du Lac de Saint Mandé,Bois,0.61514543,61.514543,1 w Avenue de Bel Air,12,Bois,48.84278954,2.422388707
387,JARDIN DES CENDRIERS (DIT DES AMANDIERS),Promenades ouvertes,0.43719204,43.719204,30 RUE DURIS,20,Jardin,48.86588372,2.388237333
388,Stade et tennis de Vincennes,Bois,0.04051815,4.051815,Route de la Pyramide,12,Bois,48.83604985,2.439659653
389,JARDINIERES DE LA PLACE DE LA NATION (11eme),Décorations sur la voie publique,0.09861314,9.861314,2   PLACE DE LA NATION,12,Jardiniere,48.84875709,2.396489823
390,JARDIN DU MUSÉE RODIN,Jardins grandes institutions,0.41397081,41.397081,,7,,48.85467512,2.315859609
391,Amicale des Pêcheurs,Bois,0.12062219,12.062219,19 Avenue de la Porte de Charenton,12,Bois,48.83002696,2.400841558
392,CIMETIERE D'AUTEUIL,Cimetières,0.08916481,8.916481,57- rue Claude-Lorrain,16,Cimetière,48.84103582,2.259349835
393,SQUARE MARC SEGUIN,Promenades ouvertes,0.96523779,96.523779,27 RUE MARC SEGUIN,18,Square,48.89197332,2.361194226
394,Bois de Boulogne,Bois,0.45148942,45.148942,,16,Bois,48.86028084,2.262132358
395,Bois de Boulogne,Bois,0.36585373,36.585373,,16,Bois,48.85631559,2.256942136
396,Bois de Vincennes,Bois,0.51828285,51.828285,,12,Bois,48.84350467,2.44903095
397,JARDIN DEBERGUE-RENDEZ-VOUS,Promenades ouvertes,0.10954689,10.954689,30 RUE RENDEZ VOUS,12,Jardin,48.84646109,2.404376193
398,CIMETIERE DE LA VILLETTE,Cimetières,0.34349795,34.349795,46- rue d’Hautpoul,19,Cimetière,48.88472341,2.389006018
399,Bois de Vincennes,Bois,0.69842545,69.842545,,12,Bois,48.83662267,2.434990253
400,Bois de Vincennes,Bois,0.6082934,60.82934,,12,Bois,48.83928623,2.464807421
401,Bois de Vincennes,Bois,0.37567103,37.567103,,12,Bois,48.82572956,2.413620234
402,Bois de Vincennes,Bois,0.71363774,71.363774,,12,Bois,48.83704826,2.438677057
403,JARDIN DE LA FONDATION D'AUTEUIL,Promenades ouvertes,0.46725156,46.725156,40 RUE JEAN FONTAINE,16,Jardin,48.85158709,2.2716004
404,JARDIN DE LA MAIRIE DU VIIIEME,Promenades ouvertes,0.31994405,31.994405,3 RUE LISBONNE,8,Jardin,48.87761275,2.317923646
405,JARDIN MARIELLE-FRANCO,Promenades ouvertes,0.1,10,46 RUE D' ALSACE,10,Jardin,48.87909344,2.359029914
406,SQUARE GASTON BATY,Promenades ouvertes,0.72697904,72.697904,2 RUE MAINE,14,Square,48.84077512,2.323593396
407,JARDIN DE L'AVENUE FOCH - PELOUSE 16,Promenades ouvertes,0.42285432,42.285432,10 AV FOCH,16,Jardin,48.87251475,2.285977462
408,SQUARE DU MOULIN DE LA VIERGE,Promenades ouvertes,0.0783844,7.83844,125 RUE VERCINGETORIX,14,Square,48.83356597,2.313641346
409,JARDIN DE L'AVENUE FOCH - PELOUSE 23,Promenades ouvertes,0.36691006,36.691006,10 AV FOCH,16,Jardin,48.87142136,2.276552091
410,SQUARE MARCEL MOULOUDJI,Promenades ouvertes,0.68033396,68.033396,12 RUE PIERRE REVERDY,19,Square,48.88540391,2.37717554
411,JARDIN DE L'AVENUE FOCH - PELOUSE 04,Promenades ouvertes,0.51588623,51.588623,10 AV FOCH,16,Jardin,48.87241468,2.279160943
412,PARC DES BUTTES CHAUMONT,Promenades ouvertes,0.6,60,,19,,48.88003926,2.382899251
413,JARDIN DU PRE CATELAN,Promenades ouvertes,0.35808939,35.808939,11   CHEMIN DE LA  CROIX CATELAN,16,Jardin,48.86476285,2.252907952
414,PROMENADE PEREIRE - MARECHAL JUIN,Promenades ouvertes,0.02234993,2.234993,7 PL MARECHAL JUIN,17,Promenade,48.88422988,2.295858147
415,PROMENADE PEREIRE - LEBON / GUERSANT,Promenades ouvertes,0.07537463,7.537463,23 RUE LEBON,17,Promenade,48.88133779,2.290523292
416,SQUARE VIOLET,Promenades ouvertes,0.44024862,44.024862,4 B PL VIOLET,15,Square,48.84399734,2.289734992
417,Jardin de la rue de la Justice,Promenades ouvertes,0.39582098,39.582098,60 RUE JUSTICE,20,Jardin,48.86828826,2.408527601
418,JARDIN DU CHAMP DE MARS ET PELOUSES DE L'ECOLE MILITAIRE,Promenades ouvertes,0.22972025,22.972025,1 AV ANATOLE FRANCE,7,Jardin,48.85592275,2.298180837
419,Bois de Vincennes,Bois,0.32526101,32.526101,,12,Bois,48.83098856,2.413676257
420,PROMENADE JANE ET PAULETTE NARDAL,Promenades ouvertes,0.26,26,98 RUE DIDOT,14,Jardin,48.82745212,2.312893724
421,PROMENADE RICHARD LENOIR REPUBLIQUE-JP TIMBAUD,Promenades ouvertes,0.56807631,56.807631,35   BOULEVARD RICHARD LENOIR,11,Promenade,48.8659407,2.36949711
